S. No.,Employee Id,First Name,Last Name,Full Name,Gender,Marital Status,Age,Date Of Birth,Date Of Joining,Date of Leaving,Designation,Department,Work Location,Status,Qualification,Shift Details,Current CTC
4899,ASG04899,Siya,Wali,Siya Wali,Female,Married,45,1981-05-30,2020-06-24,,Sr Accountant,Finance,Kolkata,Active,UG,Mid,2307000
4900,ASG04900,Rajeshri,Sahni,Rajeshri Sahni,Female,Single,35,1991-05-29,2020-06-24,,BI Developer,Analytics,Chennai,Active,PG,Mid,1176000
4901,ASG04901,Riya,Mitter,Riya Mitter,Female,Single,41,1985-08-31,2020-06-25,,Senior Sales Executive,Sales,Chennai,Active,UG,Mid,1998000
4902,ASG04902,Hemani,Prabhakar,Hemani Prabhakar,Female,Single,38,1988-02-24,2020-06-25,2025-01-16,Senior Data Analyst,Analytics,Kolkata,Relieved,UG,Day,1832000
4903,ASG04903,Sanya,Raman,Sanya Raman,Female,Single,35,1991-03-03,2020-06-25,,Payroll Analyst,Payroll,Chennai,Active,UG,Day,1177000
4904,ASG04904,Nirja,Murty,Nirja Murty,Female,Married,37,1989-01-12,2020-06-26,,Data Analyst,Analytics,Kolkata,Active,PG,Day,1303000
4905,ASG04905,Sneha,Balay,Sneha Balay,Female,Married,44,1982-01-18,2020-06-26,,Regional Sales Lead,Sales,Bangalore,Active,UG,Day,2212000
4906,ASG04906,Bhavya,Mahal,Bhavya Mahal,Female,Married,37,1989-07-26,2020-06-27,,Data Analyst,Analytics,Kolkata,Active,PG,Day,1302000
4907,ASG04907,Meera,Prabhakar,Meera Prabhakar,Female,Single,44,1982-04-29,2020-06-27,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Day,2215000
4908,ASG04908,Amrita,Seshadri,Amrita Seshadri,Female,Married,38,1987-11-04,2020-06-27,,HR Analyst,HR,Chennai,Active,PG,Day,1353000
4909,ASG04909,Vedhika,Balan,Vedhika Balan,Female,Single,40,1986-08-06,2020-06-28,,Sr Accountant,Finance,Hyderabad,Active,PG,Day,1909000
4910,ASG04910,Eshana,Muni,Eshana Muni,Female,Married,27,1999-02-10,2020-06-28,,Payroll Executive,Payroll,Bangalore,Active,UG,Day,702000
4911,ASG04911,Harsh,Saha,Harsh Saha,Male,Married,47,1979-07-31,2020-06-28,,HR Manager,HR,Kolkata,Active,PG,Day,2953000
4912,ASG04912,Yashasvi,Om,Yashasvi Om,Female,Married,35,1990-11-24,2020-06-29,,Senior Payroll Analyst,Payroll,Mumbai,Active,UG,Day,1589000
4913,ASG04913,Chaman,Sehgal,Chaman Sehgal,Female,Married,39,1986-11-11,2020-06-29,,Sr Accountant,Finance,Hyderabad,Active,PG,Day,1842000
4914,ASG04914,Yadavi,Sabharwal,Yadavi Sabharwal,Female,Single,35,1990-09-25,2020-06-29,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Mid,1602000
4915,ASG04915,Xavier,Baria,Xavier Baria,Male,Single,40,1986-01-25,2020-06-30,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Day,1934000
4916,ASG04916,Aditya,Tailor,Aditya Tailor,Male,Single,32,1994-08-10,2020-06-30,,Payroll Analyst,Payroll,Mumbai,Active,PG,Mid,1023000
4917,ASG04917,Azaan,Acharya,Azaan Acharya,Male,Single,32,1994-08-22,2020-06-30,,Sr Accountant,Finance,Chennai,Active,PG,Day,1434000
4918,ASG04918,Vaishnavi,Swaminathan,Vaishnavi Swaminathan,Female,Married,33,1993-04-03,2020-07-01,,Sr Accountant,Finance,Mumbai,Active,PG,Day,1439000
4919,ASG04919,Liam,Jani,Liam Jani,Male,Single,40,1986-07-15,2020-07-01,,Regional Sales Lead,Sales,Hyderabad,Active,PG,Day,1948000
4920,ASG04920,Harsh,Sahni,Harsh Sahni,Male,Married,35,1991-01-14,2020-07-01,,Sr Accountant,Finance,Chennai,Active,PG,Day,1627000
4921,ASG04921,Yashvi,Banerjee,Yashvi Banerjee,Female,Single,45,1980-11-30,2020-07-01,,HR Manager,HR,Kolkata,Active,PG,Mid,2772000
4922,ASG04922,Dhriti,Gour,Dhriti Gour,Female,Single,36,1989-09-22,2020-07-02,,Accounts Executive,Finance,Hyderabad,Active,UG,Mid,1246000
4923,ASG04923,Baghyawati,Garg,Baghyawati Garg,Female,Single,36,1989-11-26,2020-07-02,2023-08-29,Sr Accountant,Finance,Bangalore,Relieved,UG,Day,1642000
4924,ASG04924,Ekanta,Nagi,Ekanta Nagi,Female,Married,27,1998-12-23,2020-07-02,,HR Executive,HR,Hyderabad,Active,PG,Mid,691000
4925,ASG04925,Yashodhara,Kadakia,Yashodhara Kadakia,Female,Married,33,1993-03-02,2020-07-03,2023-08-11,Regional Sales Lead,Sales,Bangalore,Relieved,PG,Day,1467000
4926,ASG04926,Yasti,Cheema,Yasti Cheema,Female,Single,37,1989-03-28,2020-07-04,,Data Analyst,Analytics,Kolkata,Active,UG,Mid,1319000
4927,ASG04927,Gaurang,Edwin,Gaurang Edwin,Male,Single,31,1995-08-15,2020-07-08,,BI Developer,Analytics,Hyderabad,Active,PG,Day,1017000
4928,ASG04928,Abdul,Sawhney,Abdul Sawhney,Male,Single,27,1999-06-12,2020-07-09,,Payroll Executive,Payroll,Mumbai,Active,UG,Day,696000
4929,ASG04929,Orinder,Lad,Orinder Lad,Male,Single,39,1987-04-13,2020-07-10,,Sr Accountant,Finance,Kolkata,Active,UG,Mid,1874000
4930,ASG04930,Rayaan,Keer,Rayaan Keer,Male,Married,29,1997-09-08,2020-07-11,,Sales Executive,Sales,Mumbai,Active,PG,Mid,876000
4931,ASG04931,Abha,Lanka,Abha Lanka,Female,Married,43,1982-09-28,2020-07-11,,Senior Sales Executive,Sales,Kolkata,Active,PG,Mid,2204000
4932,ASG04932,Suhani,Tank,Suhani Tank,Female,Married,39,1987-03-08,2020-07-11,,Regional Sales Lead,Sales,Bangalore,Active,UG,Day,1849000
4933,ASG04933,Anusha,Kapoor,Anusha Kapoor,Female,Single,40,1986-07-07,2020-07-11,,Senior Payroll Analyst,Payroll,Hyderabad,Active,PG,Mid,1939000
4934,ASG04934,Karan,Gera,Karan Gera,Male,Married,42,1984-04-09,2020-07-11,,Senior Sales Executive,Sales,Kolkata,Active,UG,Mid,2114000
4935,ASG04935,Ubika,Rajagopal,Ubika Rajagopal,Female,Single,32,1994-05-29,2020-07-11,,Data Analyst,Analytics,Kolkata,Active,UG,Day,1030000
4936,ASG04936,Veda,Sha,Veda Sha,Female,Married,34,1992-04-18,2020-07-11,,Sr Accountant,Finance,Kolkata,Active,PG,Day,1567000
4937,ASG04937,Max,Kar,Max Kar,Male,Single,43,1982-12-19,2020-07-13,,Senior Sales Executive,Sales,Kolkata,Active,UG,Day,2154000
4938,ASG04938,Falak,Taneja,Falak Taneja,Female,Married,32,1993-10-18,2020-07-14,,Regional Sales Lead,Sales,Bangalore,Active,UG,Day,1416000
4939,ASG04939,Januja,Sanghvi,Januja Sanghvi,Female,Married,40,1985-10-14,2020-07-14,2023-05-21,Senior Data Analyst,Analytics,Hyderabad,Relieved,PG,Mid,1938000
4940,ASG04940,Xavier,Sani,Xavier Sani,Male,Married,27,1999-01-23,2020-07-14,,HR Executive,HR,Hyderabad,Active,UG,Day,700000
4941,ASG04941,Nihal,Chada,Nihal Chada,Male,Single,38,1988-05-14,2020-07-14,,HR Analyst,HR,Hyderabad,Active,UG,Day,1377000
4942,ASG04942,Libni,Merchant,Libni Merchant,Female,Married,27,1999-04-28,2020-07-15,2023-12-05,Data Analyst,Analytics,Bangalore,Relieved,PG,Day,773000
4943,ASG04943,Samarth,Sheth,Samarth Sheth,Male,Single,30,1996-04-24,2020-07-15,,Data Analyst,Analytics,Bangalore,Active,UG,Day,966000
4944,ASG04944,Abhiram,Deo,Abhiram Deo,Male,Married,37,1989-09-02,2020-07-15,,Senior Sales Executive,Sales,Hyderabad,Active,UG,Night,1723000
4945,ASG04945,Owen,Kulkarni,Owen Kulkarni,Male,Married,38,1988-07-09,2020-07-16,,Sales Executive,Sales,Kolkata,Active,UG,Day,1381000
4946,ASG04946,Vrinda,Konda,Vrinda Konda,Female,Married,30,1996-02-15,2020-07-16,2024-04-06,Data Analyst,Analytics,Hyderabad,Relieved,PG,Day,923000
4947,ASG04947,Omaja,Loke,Omaja Loke,Female,Single,27,1998-11-06,2020-07-16,,Payroll Executive,Payroll,Chennai,Active,PG,Mid,702000
4948,ASG04948,Ayushman,Rastogi,Ayushman Rastogi,Male,Married,31,1994-10-05,2020-07-16,,Sales Executive,Sales,Kolkata,Active,PG,Day,982000
4949,ASG04949,Odika,Chauhan,Odika Chauhan,Female,Married,27,1999-08-15,2020-07-16,,HR Executive,HR,Bangalore,Active,UG,Mid,692000
4950,ASG04950,Kashvi,Sen,Kashvi Sen,Female,Married,32,1994-05-24,2020-07-17,,Sales Executive,Sales,Mumbai,Active,UG,Day,1024000
4951,ASG04951,Rajeshri,Dhingra,Rajeshri Dhingra,Female,Married,34,1992-09-03,2020-07-17,,Senior Data Analyst,Analytics,Chennai,Active,UG,Day,1554000
4952,ASG04952,Arin,Chanda,Arin Chanda,Male,Married,38,1987-10-30,2020-07-17,,Senior Payroll Analyst,Payroll,Mumbai,Active,PG,Night,1783000
4953,ASG04953,Jack,Sarin,Jack Sarin,Male,Married,29,1997-06-01,2020-07-17,,HR Analyst,HR,Bangalore,Active,UG,Day,925000
4954,ASG04954,Ekaja,Rout,Ekaja Rout,Female,Single,39,1987-03-29,2020-07-17,,Senior Sales Executive,Sales,Chennai,Active,PG,Night,1900000
4955,ASG04955,Ekanta,Prabhu,Ekanta Prabhu,Female,Single,33,1993-06-21,2020-07-19,,Data Analyst,Analytics,Mumbai,Active,PG,Day,1068000
4956,ASG04956,Upadhriti,Agarwal,Upadhriti Agarwal,Female,Married,36,1990-04-11,2020-07-19,,Data Analyst,Analytics,Chennai,Active,PG,Day,1247000
4957,ASG04957,Amaira,Narayanan,Amaira Narayanan,Female,Married,57,1969-05-15,2020-07-19,,Analytics Manager,Analytics,Mumbai,Active,PG,Day,3715000
4958,ASG04958,Wridesh,Lad,Wridesh Lad,Male,Married,32,1994-07-03,2020-07-19,,Sales Executive,Sales,Chennai,Active,UG,Night,1060000
4959,ASG04959,Banjeet,Sankar,Banjeet Sankar,Male,Married,45,1981-06-10,2020-07-20,,Senior Payroll Analyst,Payroll,Bangalore,Active,PG,Day,2258000
4960,ASG04960,Maanav,Date,Maanav Date,Male,Married,43,1983-09-12,2020-07-21,,Regional Sales Lead,Sales,Bangalore,Active,PG,Day,2165000
4961,ASG04961,Leela,Tank,Leela Tank,Female,Married,30,1996-08-31,2020-07-21,,Payroll Analyst,Payroll,Mumbai,Active,UG,Day,927000
4962,ASG04962,Harini,Lalla,Harini Lalla,Female,Married,43,1983-05-04,2020-07-22,,Senior Data Analyst,Analytics,Hyderabad,Active,UG,Mid,2168000
4963,ASG04963,Gaurav,Rastogi,Gaurav Rastogi,Male,Married,31,1995-07-15,2020-07-22,,Sales Executive,Sales,Hyderabad,Active,PG,Day,1021000
4964,ASG04964,Ethan,Palan,Ethan Palan,Male,Single,36,1990-04-06,2020-07-22,,Senior Payroll Analyst,Payroll,Mumbai,Active,PG,Day,1677000
4965,ASG04965,Jack,Shetty,Jack Shetty,Male,Married,42,1984-05-15,2020-07-23,,Senior Sales Executive,Sales,Bangalore,Active,PG,Mid,2131000
4966,ASG04966,Diya,Apte,Diya Apte,Female,Married,27,1998-10-14,2020-07-23,,HR Executive,HR,Bangalore,Active,UG,Mid,695000
4967,ASG04967,Aradhana,Pillai,Aradhana Pillai,Female,Single,49,1977-09-07,2020-07-23,,Sales Manager,Sales,Bangalore,Active,UG,Day,3123000
4968,ASG04968,Girindra,Saini,Girindra Saini,Male,Single,28,1997-11-07,2020-07-23,,Payroll Analyst,Payroll,Kolkata,Active,UG,Day,837000
4969,ASG04969,Veda,Devan,Veda Devan,Female,Single,43,1983-08-13,2020-07-24,2023-04-11,Regional Sales Lead,Sales,Bangalore,Relieved,UG,Day,2125000
4970,ASG04970,Megha,Sarma,Megha Sarma,Female,Single,29,1997-06-06,2020-07-24,,Payroll Analyst,Payroll,Kolkata,Active,PG,Day,872000
4971,ASG04971,Udant,Kapur,Udant Kapur,Male,Single,41,1985-05-21,2020-07-24,,Sr Accountant,Finance,Chennai,Active,PG,Day,2028000
4972,ASG04972,Indrajit,Chada,Indrajit Chada,Male,Married,33,1993-08-23,2020-07-24,,Regional Sales Lead,Sales,Bangalore,Active,PG,Day,1437000
4973,ASG04973,Tripti,Hayer,Tripti Hayer,Female,Single,40,1986-05-07,2020-07-24,,Senior Data Analyst,Analytics,Chennai,Active,PG,Night,1933000
4974,ASG04974,Nimrat,Bhatnagar,Nimrat Bhatnagar,Female,Single,40,1985-12-19,2020-07-25,,Senior Sales Executive,Sales,Kolkata,Active,PG,Mid,1975000
4975,ASG04975,Neha,Gokhale,Neha Gokhale,Female,Married,44,1982-05-27,2020-07-25,,Sr Accountant,Finance,Chennai,Active,UG,Mid,2186000
4976,ASG04976,Raagini,Konda,Raagini Konda,Female,Married,30,1996-06-22,2020-07-25,2022-07-21,Sales Executive,Sales,Hyderabad,Relieved,PG,Day,953000
4977,ASG04977,Bahadurjit,Lanka,Bahadurjit Lanka,Male,Married,27,1999-01-26,2020-07-25,2022-07-13,HR Executive,HR,Mumbai,Relieved,PG,Day,694000
4978,ASG04978,Ladli,Ahluwalia,Ladli Ahluwalia,Female,Single,50,1975-10-01,2020-07-25,,Sales Manager,Sales,Chennai,Active,PG,Day,3189000
4979,ASG04979,Lila,Borde,Lila Borde,Female,Single,32,1994-06-29,2020-07-26,,Sr Accountant,Finance,Hyderabad,Active,UG,Day,1426000
4980,ASG04980,Farhan,Shankar,Farhan Shankar,Male,Married,55,1971-05-15,2020-07-26,,HR Manager,HR,Chennai,Active,PG,Night,3584000
4981,ASG04981,Harrison,Dhar,Harrison Dhar,Male,Married,30,1996-09-04,2020-07-26,,HR Analyst,HR,Hyderabad,Active,UG,Day,972000
4982,ASG04982,Lopa,Tella,Lopa Tella,Female,Married,27,1999-07-10,2020-07-26,,HR Executive,HR,Mumbai,Active,PG,Day,700000
4983,ASG04983,Ria,Pai,Ria Pai,Female,Single,28,1998-07-05,2020-07-26,,HR Analyst,HR,Kolkata,Active,PG,Mid,869000
4984,ASG04984,Ucchal,Chokshi,Ucchal Chokshi,Female,Single,29,1996-10-01,2020-07-28,,Accounts Executive,Finance,Kolkata,Active,PG,Night,924000
4985,ASG04985,Inaya,Shetty,Inaya Shetty,Female,Married,43,1983-06-16,2020-07-28,,Sr Accountant,Finance,Mumbai,Active,UG,Night,2191000
4986,ASG04986,Laban,Ratti,Laban Ratti,Male,Married,34,1992-01-28,2020-07-28,2022-12-11,Senior Data Analyst,Analytics,Kolkata,Relieved,PG,Mid,1518000
4987,ASG04987,Turvi,Khurana,Turvi Khurana,Female,Single,34,1992-07-21,2020-07-28,,Regional Sales Lead,Sales,Mumbai,Active,UG,Day,1567000
4988,ASG04988,Ekansh,Dara,Ekansh Dara,Male,Married,35,1990-12-14,2020-07-29,,Accounts Executive,Finance,Hyderabad,Active,PG,Day,1173000
4989,ASG04989,Wridesh,Ganguly,Wridesh Ganguly,Male,Single,35,1991-05-12,2020-07-31,,HR Analyst,HR,Kolkata,Active,UG,Day,1213000
4990,ASG04990,Tanvi,Jha,Tanvi Jha,Female,Married,34,1991-10-06,2020-07-31,,Senior Sales Executive,Sales,Hyderabad,Active,UG,Day,1578000
4991,ASG04991,Upasna,Sha,Upasna Sha,Female,Married,39,1987-05-06,2020-08-01,,Regional Sales Lead,Sales,Mumbai,Active,UG,Day,1851000
4992,ASG04992,Neel,Dave,Neel Dave,Male,Married,35,1991-07-03,2020-08-01,,Accounts Executive,Finance,Kolkata,Active,PG,Day,1205000
4993,ASG04993,Matthew,Sabharwal,Matthew Sabharwal,Male,Single,27,1998-11-15,2020-08-02,2025-08-23,Payroll Executive,Payroll,Bangalore,Relieved,PG,Night,691000
4994,ASG04994,Rajeshri,Hayer,Rajeshri Hayer,Female,Single,39,1987-06-23,2020-08-02,2023-11-27,Sr Accountant,Finance,Bangalore,Relieved,PG,Day,1922000
4995,ASG04995,Ishita,Muni,Ishita Muni,Female,Single,27,1998-11-28,2020-08-03,,Payroll Analyst,Payroll,Chennai,Active,PG,Night,793000
4996,ASG04996,Siddharth,Sastry,Siddharth Sastry,Male,Married,50,1976-08-11,2020-08-03,,Sales Manager,Sales,Hyderabad,Active,PG,Day,3213000
4997,ASG04997,Aditya,Boase,Aditya Boase,Male,Married,46,1979-11-13,2020-08-03,,Analytics Manager,Analytics,Mumbai,Active,PG,Day,2910000
4998,ASG04998,Lila,Sahni,Lila Sahni,Female,Single,34,1992-08-29,2020-08-03,,Senior Data Analyst,Analytics,Mumbai,Active,PG,Day,1503000
4999,ASG04999,Ishani,Ray,Ishani Ray,Female,Single,38,1987-11-24,2020-08-05,,Senior Data Analyst,Analytics,Bangalore,Active,UG,Night,1802000
5000,ASG05000,Warinder,Bali,Warinder Bali,Male,Married,33,1992-10-21,2020-08-05,,Regional Sales Lead,Sales,Hyderabad,Active,PG,Day,1439000
5001,ASG05001,Anika,Kothari,Anika Kothari,Female,Married,35,1990-12-16,2020-08-05,2023-11-08,Senior Sales Executive,Sales,Hyderabad,Relieved,UG,Day,1596000
5002,ASG05002,Prisha,Varkey,Prisha Varkey,Female,Single,27,1998-11-24,2020-08-05,,HR Executive,HR,Mumbai,Active,UG,Day,689000
5003,ASG05003,Dalbir,Seth,Dalbir Seth,Male,Married,35,1991-01-18,2020-08-05,,HR Analyst,HR,Bangalore,Active,PG,Day,1197000
5004,ASG05004,Radha,Mahajan,Radha Mahajan,Female,Married,45,1980-12-26,2020-08-05,,HR Manager,HR,Chennai,Active,PG,Day,2758000
5005,ASG05005,Ekavir,Saran,Ekavir Saran,Male,Married,53,1973-01-23,2020-08-06,,Sales Manager,Sales,Kolkata,Active,UG,Day,3369000
5006,ASG05006,Nirja,Pau,Nirja Pau,Female,Married,34,1992-07-13,2020-08-06,,Senior Sales Executive,Sales,Hyderabad,Active,UG,Day,1545000
5007,ASG05007,Kashish,Singh,Kashish Singh,Female,Married,36,1990-07-17,2020-08-06,,Accounts Executive,Finance,Chennai,Active,PG,Night,1261000
5008,ASG05008,Ekiya,Badal,Ekiya Badal,Female,Married,37,1989-05-20,2020-08-06,,Senior Sales Executive,Sales,Chennai,Active,UG,Mid,1726000
5009,ASG05009,Ekani,Das,Ekani Das,Female,Married,45,1981-06-27,2020-08-07,,Sr Accountant,Finance,Hyderabad,Active,UG,Day,2331000
5010,ASG05010,Zaid,Kaul,Zaid Kaul,Male,Married,27,1999-01-22,2020-08-07,,HR Analyst,HR,Chennai,Active,UG,Day,823000
5011,ASG05011,Vritti,Ramanathan,Vritti Ramanathan,Female,Married,29,1997-07-30,2020-08-08,,BI Developer,Analytics,Chennai,Active,PG,Night,883000
5012,ASG05012,Vihaan,Hegde,Vihaan Hegde,Male,Married,47,1978-10-12,2020-08-08,,Finance Manager,Finance,Kolkata,Active,PG,Day,2905000
5013,ASG05013,Ronith,Lad,Ronith Lad,Male,Married,43,1982-10-21,2020-08-08,,Regional Sales Lead,Sales,Hyderabad,Active,UG,Day,2163000
5014,ASG05014,Upasna,Chakrabarti,Upasna Chakrabarti,Female,Married,41,1985-06-10,2020-08-08,,Sr Accountant,Finance,Bangalore,Active,PG,Day,2042000
5015,ASG05015,Aarna,Madan,Aarna Madan,Female,Married,39,1986-09-20,2020-08-10,,Sr Accountant,Finance,Hyderabad,Active,PG,Night,1884000
5016,ASG05016,Ganga,Vala,Ganga Vala,Female,Married,37,1989-08-20,2020-08-10,,Senior Payroll Analyst,Payroll,Hyderabad,Active,PG,Day,1769000
5017,ASG05017,Dayamai,Kashyap,Dayamai Kashyap,Female,Single,38,1988-04-09,2020-08-10,,Senior Payroll Analyst,Payroll,Mumbai,Active,UG,Mid,1809000
5018,ASG05018,Garima,Das,Garima Das,Female,Married,37,1989-05-30,2020-08-10,,Regional Sales Lead,Sales,Mumbai,Active,PG,Day,1758000
5019,ASG05019,Samesh,Gulati,Samesh Gulati,Male,Married,36,1990-07-13,2020-08-12,2026-06-28,Accounts Executive,Finance,Mumbai,Relieved,UG,Night,1268000
5020,ASG05020,Siya,Baral,Siya Baral,Female,Married,58,1968-05-14,2020-08-12,,Finance Manager,Finance,Mumbai,Active,UG,Mid,3800000
5021,ASG05021,Amara,Buch,Amara Buch,Female,Single,34,1992-08-21,2020-08-12,,Senior Sales Executive,Sales,Kolkata,Active,UG,Mid,1533000
5022,ASG05022,Ryan,Chad,Ryan Chad,Male,Single,27,1998-12-31,2020-08-13,,Payroll Executive,Payroll,Mumbai,Active,UG,Mid,694000
5023,ASG05023,Yashica,Mahajan,Yashica Mahajan,Female,Married,34,1992-05-20,2020-08-14,2024-09-06,HR Analyst,HR,Bangalore,Relieved,PG,Day,1152000
5024,ASG05024,Maanav,Nazareth,Maanav Nazareth,Male,Married,45,1981-08-02,2020-08-15,,Sales Manager,Sales,Chennai,Active,PG,Day,2850000
5025,ASG05025,Radhika,Nagarajan,Radhika Nagarajan,Female,Single,45,1980-10-20,2020-08-15,,Senior Payroll Analyst,Payroll,Mumbai,Active,UG,Mid,2328000
5026,ASG05026,Damini,Agate,Damini Agate,Female,Single,38,1988-03-31,2020-08-15,,Senior Sales Executive,Sales,Mumbai,Active,PG,Night,1859000
5027,ASG05027,Azaan,Kale,Azaan Kale,Male,Married,33,1992-10-09,2020-08-15,,Sales Executive,Sales,Bangalore,Active,UG,Mid,1121000
5028,ASG05028,Hredhaan,Mitter,Hredhaan Mitter,Male,Married,36,1990-03-24,2020-08-15,,Senior Payroll Analyst,Payroll,Kolkata,Active,PG,Mid,1662000
5029,ASG05029,Harish,Vala,Harish Vala,Male,Married,30,1996-03-20,2020-08-16,,Payroll Analyst,Payroll,Chennai,Active,PG,Day,965000
5030,ASG05030,Nidhi,Aggarwal,Nidhi Aggarwal,Female,Single,35,1991-02-28,2020-08-16,,HR Analyst,HR,Hyderabad,Active,PG,Day,1201000
5031,ASG05031,William,Chakraborty,William Chakraborty,Male,Married,34,1991-09-21,2020-08-17,,Payroll Analyst,Payroll,Hyderabad,Active,UG,Day,1156000
5032,ASG05032,Isaac,Bhavsar,Isaac Bhavsar,Male,Single,53,1973-02-08,2020-08-17,2025-11-09,Analytics Manager,Analytics,Mumbai,Relieved,PG,Day,3410000
5033,ASG05033,Megha,Bera,Megha Bera,Female,Married,32,1994-09-08,2020-08-17,,Regional Sales Lead,Sales,Chennai,Active,PG,Day,1441000
5034,ASG05034,Baljiwan,Tripathi,Baljiwan Tripathi,Male,Married,34,1992-07-15,2020-08-17,,Senior Sales Executive,Sales,Hyderabad,Active,UG,Day,1562000
5035,ASG05035,Jeet,Raman,Jeet Raman,Male,Single,40,1986-06-28,2020-08-17,2021-03-20,Sr Accountant,Finance,Bangalore,Relieved,UG,Day,1943000
5036,ASG05036,Chakradhar,Srivastava,Chakradhar Srivastava,Male,Married,34,1991-10-17,2020-08-18,,Sales Executive,Sales,Bangalore,Active,UG,Day,1182000
5037,ASG05037,Laksh,Bawa,Laksh Bawa,Male,Single,35,1991-06-23,2020-08-18,2023-09-06,Regional Sales Lead,Sales,Kolkata,Relieved,PG,Day,1635000
5038,ASG05038,Ikbal,Mitter,Ikbal Mitter,Male,Married,44,1981-10-14,2020-08-18,,Sr Accountant,Finance,Mumbai,Active,PG,Day,2197000
5039,ASG05039,Wishi,Prakash,Wishi Prakash,Female,Single,42,1984-04-04,2020-08-18,2025-03-02,Senior Sales Executive,Sales,Hyderabad,Relieved,PG,Night,2056000
5040,ASG05040,Jatin,Morar,Jatin Morar,Male,Married,36,1990-01-11,2020-08-20,,Senior Data Analyst,Analytics,Chennai,Active,PG,Day,1719000
5041,ASG05041,Divya,Johal,Divya Johal,Female,Married,35,1990-10-04,2020-08-20,,Payroll Analyst,Payroll,Kolkata,Active,UG,Day,1179000
5042,ASG05042,Wriddhish,Vig,Wriddhish Vig,Male,Married,38,1987-10-09,2020-08-20,,HR Analyst,HR,Chennai,Active,UG,Night,1328000
5043,ASG05043,Vritti,Solanki,Vritti Solanki,Female,Married,43,1982-09-20,2020-08-20,,Senior Sales Executive,Sales,Kolkata,Active,UG,Day,2189000
5044,ASG05044,Manan,Date,Manan Date,Male,Married,33,1993-09-03,2020-08-21,,Senior Data Analyst,Analytics,Hyderabad,Active,PG,Mid,1444000
5045,ASG05045,Kevin,Gala,Kevin Gala,Male,Married,27,1998-12-09,2020-08-21,,HR Analyst,HR,Chennai,Active,PG,Day,812000
5046,ASG05046,Rohan,Dutta,Rohan Dutta,Male,Married,30,1996-08-07,2020-08-21,,HR Analyst,HR,Kolkata,Active,UG,Day,971000
5047,ASG05047,Lopa,Zacharia,Lopa Zacharia,Female,Married,27,1999-02-23,2020-08-22,,HR Executive,HR,Chennai,Active,PG,Day,703000
5048,ASG05048,Mekhala,Sood,Mekhala Sood,Female,Married,32,1993-12-09,2020-08-22,2025-05-19,Regional Sales Lead,Sales,Mumbai,Relieved,PG,Day,1384000
5049,ASG05049,Upadhriti,Jayaraman,Upadhriti Jayaraman,Female,Married,42,1984-03-24,2020-08-22,,Senior Sales Executive,Sales,Chennai,Active,UG,Day,2137000
5050,ASG05050,Gavin,Bath,Gavin Bath,Male,Married,55,1970-12-24,2020-08-22,,Finance Manager,Finance,Bangalore,Active,PG,Day,3615000
5051,ASG05051,Girindra,Doctor,Girindra Doctor,Male,Single,35,1991-05-17,2020-08-22,,Senior Sales Executive,Sales,Hyderabad,Active,PG,Day,1637000
5052,ASG05052,Isha,Mishra,Isha Mishra,Female,Married,28,1998-07-18,2020-08-22,,HR Analyst,HR,Bangalore,Active,PG,Day,831000
5053,ASG05053,Prisha,Mital,Prisha Mital,Female,Single,35,1990-12-19,2020-08-22,,Senior Payroll Analyst,Payroll,Hyderabad,Active,PG,Day,1588000
5054,ASG05054,Ojasvi,Viswanathan,Ojasvi Viswanathan,Female,Single,43,1983-03-18,2020-08-23,,Regional Sales Lead,Sales,Bangalore,Active,UG,Day,2155000
5055,ASG05055,Veda,Sem,Veda Sem,Female,Married,44,1981-12-02,2020-08-23,,Sr Accountant,Finance,Mumbai,Active,PG,Day,2266000
5056,ASG05056,Raksha,Dhingra,Raksha Dhingra,Female,Married,34,1991-12-12,2020-08-23,,Senior Sales Executive,Sales,Bangalore,Active,PG,Day,1576000
5057,ASG05057,Luke,Sane,Luke Sane,Male,Single,30,1996-03-23,2020-08-24,2025-08-23,HR Analyst,HR,Bangalore,Relieved,PG,Day,953000
5058,ASG05058,Gabriel,Dey,Gabriel Dey,Male,Married,38,1987-12-09,2020-08-24,,Data Analyst,Analytics,Mumbai,Active,UG,Day,1318000
5059,ASG05059,Chavvi,Thaman,Chavvi Thaman,Female,Married,47,1979-04-10,2020-08-24,,Finance Manager,Finance,Chennai,Active,UG,Day,2922000
5060,ASG05060,Osha,Pandit,Osha Pandit,Female,Single,46,1979-10-07,2020-08-25,,Finance Manager,Finance,Mumbai,Active,PG,Day,2837000
5061,ASG05061,Nathaniel,Anand,Nathaniel Anand,Male,Single,33,1992-10-23,2020-08-25,,Regional Sales Lead,Sales,Chennai,Active,PG,Night,1494000
5062,ASG05062,Sai,Luthra,Sai Luthra,Female,Married,43,1982-09-21,2020-08-26,,Regional Sales Lead,Sales,Chennai,Active,PG,Mid,2150000
